+--------+------------------------------------------------------------------------------------------------------+---------------------+---------------------+
| codigo | localidade                                                                                           | created_at          | updated_at          |
|    121 | Rack do Térreo Ala 6                                                                                 | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|     77 | Recepção Fórum                                                                                       | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|    211 | Sala de CFTV                                                                                         | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|    276 | Sala de Custódia                                                                                     | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|    208 | Sala de Detentos                                                                                     | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|    284 | Sala de Vídeo Conferência                                                                            | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|     78 | Sala dos Oficiais                                                                                    | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|    125 | Sala Secreta                                                                                         | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|    199 | Salão do Júri 1                                                                                      | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|    198 | Salão do Júri 2                                                                                      | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|    202 | Salão do Júri 3                                                                                      | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|    203 | Salão do Júri 4                                                                                      | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|    248 | SANTA INÊS                                                                                           | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|    122 | SEARHP                                                                                               | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|    113 | Secretaria de Interdição                                                                             | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|    285 | Secretaria Judicial Única Digital da Fazenda Pública                                                 | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|    240 | Secretaria Vara de Interesses Difusos e Coletivos                                                    | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|    296 | SEJUD Cível                                                                                          | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|    129 | SEMFAZ                                                                                               | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|    164 | SERT Engenharia                                                                                      | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|    251 | Setor Médico - JÚRI                                                                                  | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|     82 | Setor Odontológico                                                                                   | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|    270 | Sindicato da PGE                                                                                     | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|     84 | Telefonista                                                                                          | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|    272 | Telejudiciário                                                                                       | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|    243 | TRE                                                                                                  | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|    283 | Treinamento do PJE                                                                                   | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|    176 | Tribunal de Justiça                                                                                  | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|    204 | Turma Recursal Cível e Criminal                                                                      | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|    291 | Vara Agrária                                                                                         | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|    297 | Vara da Infância e Juventude e do Juizado Especial de Violência Doméstica e Familiar Contra a Mulher | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|    289 | Vara da Saúde                                                                                        | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|     85 | Vara de Execuções Criminais                                                                          | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|    114 | Vara de Interdição, Sucessão e Alvará                                                                | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|    226 | Vara de Interesses Difusos e Coletivos                                                               | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|    294 | Vara do Idoso e Registro Públicos                                                                    | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|    134 | Vara Especial de Violência Doméstica                                                                 | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|    225 | Vara Especial do Idoso                                                                               | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
|    262 | Vara única de Raposa                                                                                 | 2024-11-06 10:32:19 | 2024-11-06 10:32:19 |
+--------+------------------------------------------------------------------------------------------------------+---------------------+---------------------+
